,tcpid,role,roleParsed,name,nameParsed,source,title,author,date,dateParsed,place,pubStmt,viafId
79306,B03897,publisher,publisher,F. Coles,,tcp_ep,"Ienny, Ienny; or, The false hearted knight, and kind hearted lass. He wooed fair Jenny, but he would not be wed, he only sued to get her maiden-head, which having got, he did poor Jenny flight, and left her like a false disloyal knight, now she that was in hopes to be a lady, hath time enough to sing ba low my baby. To a new Scotch tune: or; Jenny, Jenny, &amp;c.",,between 1674-1679],,,"Printed for F. Coles, T. Vere, J. Wright, and J. Clarke, [London : between 1674-1679]",
79307,B03897,publisher,publisher,J. Clarke,,tcp_ep,"Ienny, Ienny; or, The false hearted knight, and kind hearted lass. He wooed fair Jenny, but he would not be wed, he only sued to get her maiden-head, which having got, he did poor Jenny flight, and left her like a false disloyal knight, now she that was in hopes to be a lady, hath time enough to sing ba low my baby. To a new Scotch tune: or; Jenny, Jenny, &amp;c.",,between 1674-1679],,,"Printed for F. Coles, T. Vere, J. Wright, and J. Clarke, [London : between 1674-1679]",
79308,B03897,publisher,publisher,J. Wright,,tcp_ep,"Ienny, Ienny; or, The false hearted knight, and kind hearted lass. He wooed fair Jenny, but he would not be wed, he only sued to get her maiden-head, which having got, he did poor Jenny flight, and left her like a false disloyal knight, now she that was in hopes to be a lady, hath time enough to sing ba low my baby. To a new Scotch tune: or; Jenny, Jenny, &amp;c.",,between 1674-1679],,,"Printed for F. Coles, T. Vere, J. Wright, and J. Clarke, [London : between 1674-1679]",
79309,B03897,publisher,publisher,T. Vere,,tcp_ep,"Ienny, Ienny; or, The false hearted knight, and kind hearted lass. He wooed fair Jenny, but he would not be wed, he only sued to get her maiden-head, which having got, he did poor Jenny flight, and left her like a false disloyal knight, now she that was in hopes to be a lady, hath time enough to sing ba low my baby. To a new Scotch tune: or; Jenny, Jenny, &amp;c.",,between 1674-1679],,,"Printed for F. Coles, T. Vere, J. Wright, and J. Clarke, [London : between 1674-1679]",
79310,B03908,publisher,publisher,P[hilip]. Brooksby,,tcp_ep,"Joans victory over her fellow-servants. A young-man that with many maids does dwell, thought Joan the rest in beauty did excell; Mall was too coy, Jenny was too bold, Kate was too stale, and Nanny was a scold: that he dislikes them all, and would with none be pleas'd, but with his fair and dearest Joan. Tune of, My own sweet Nichol a cod.",,[between 1670-1696],,"the Golden-Ball, near the Hospital-gate, in West-smithfield.","Printed for P[hilip]. Brooksby, at the Golden-Ball, near the Hospital-gate, in West-smithfield., [London] : [between 1670-1696]",
79311,B03917,publisher,publisher,P. Brooksby,,tcp_ep,"John's earnest request: or, Betty's compassionate love extended to him in time of distress. Late in the night, when all was fast, John came in both cold and wet, and after some few words were past, her lover in she let. To a pleasant new tune much in request. This may be printed, R.P.",,[between 1685-1688],,the Golden-Ball in Pye-corner.,"Printed for P. Brooksby at the Golden-Ball in Pye-corner., [London] : [between 1685-1688]",
79312,B03923,publisher,publisher,J. Back,,tcp_ep,"The jolly chair-men. Or, An excellent new song in praise of their employment, which is to be preferr'd before coaches, for the ease of those that cannot bare jumbling. Tune is, Here I love, there I love, &amp;c.",,between 1688-1692],,,"Printed for P. Brooksby, J. Deacon, J. Blare, and J. Back, [London : between 1688-1692]",
79313,B03923,publisher,publisher,J. Blare,,tcp_ep,"The jolly chair-men. Or, An excellent new song in praise of their employment, which is to be preferr'd before coaches, for the ease of those that cannot bare jumbling. Tune is, Here I love, there I love, &amp;c.",,between 1688-1692],,,"Printed for P. Brooksby, J. Deacon, J. Blare, and J. Back, [London : between 1688-1692]",
79314,B03923,publisher,publisher,J. Deacon,,tcp_ep,"The jolly chair-men. Or, An excellent new song in praise of their employment, which is to be preferr'd before coaches, for the ease of those that cannot bare jumbling. Tune is, Here I love, there I love, &amp;c.",,between 1688-1692],,,"Printed for P. Brooksby, J. Deacon, J. Blare, and J. Back, [London : between 1688-1692]",
79315,B03923,publisher,publisher,P. Brooksby,,tcp_ep,"The jolly chair-men. Or, An excellent new song in praise of their employment, which is to be preferr'd before coaches, for the ease of those that cannot bare jumbling. Tune is, Here I love, there I love, &amp;c.",,between 1688-1692],,,"Printed for P. Brooksby, J. Deacon, J. Blare, and J. Back, [London : between 1688-1692]",
79316,B03925,publisher,publisher,F. Coles,,tcp_ep,The jolly pinder of Wakefield,,[between 1658 and 1664],,,"Printed for F. Coles, T: Vere, and W. Gilberson, [London] : [between 1658 and 1664]",
79317,B03925,publisher,publisher,T: Vere,,tcp_ep,The jolly pinder of Wakefield,,[between 1658 and 1664],,,"Printed for F. Coles, T: Vere, and W. Gilberson, [London] : [between 1658 and 1664]",
79318,B03925,publisher,publisher,W. Gilberson,,tcp_ep,The jolly pinder of Wakefield,,[between 1658 and 1664],,,"Printed for F. Coles, T: Vere, and W. Gilberson, [London] : [between 1658 and 1664]",
79319,B03926,publisher,publisher,F. Coles,,tcp_ep,"The iolly pinder of Wakefield with Robin Hood, Scarlet, and Iohn.","Deloney, Thomas, 1543?-1600. Noble acts newly found, of Arthur of the Table Round.",[between 1674 and 1679],,,"Printed for F. Coles, T. Vere, J. Wright, and J. Clarke, [London] : [between 1674 and 1679]",
79320,B03926,publisher,publisher,J. Clarke,,tcp_ep,"The iolly pinder of Wakefield with Robin Hood, Scarlet, and Iohn.","Deloney, Thomas, 1543?-1600. Noble acts newly found, of Arthur of the Table Round.",[between 1674 and 1679],,,"Printed for F. Coles, T. Vere, J. Wright, and J. Clarke, [London] : [between 1674 and 1679]",
79321,B03926,publisher,publisher,J. Wright,,tcp_ep,"The iolly pinder of Wakefield with Robin Hood, Scarlet, and Iohn.","Deloney, Thomas, 1543?-1600. Noble acts newly found, of Arthur of the Table Round.",[between 1674 and 1679],,,"Printed for F. Coles, T. Vere, J. Wright, and J. Clarke, [London] : [between 1674 and 1679]",
79322,B03926,publisher,publisher,T. Vere,,tcp_ep,"The iolly pinder of Wakefield with Robin Hood, Scarlet, and Iohn.","Deloney, Thomas, 1543?-1600. Noble acts newly found, of Arthur of the Table Round.",[between 1674 and 1679],,,"Printed for F. Coles, T. Vere, J. Wright, and J. Clarke, [London] : [between 1674 and 1679]",
79323,B03951,publisher,publisher,P. Brooksby,,tcp_ep,"The Kentish wonder: being a true relation how a poor distressed widow, in the wild of Kent, was by the providence of the Almighty, miraculously preserved in her necessity, so that she and seven small children lived seven weeks upon a burnt six-penny loaf of bread, and yet it never decreased; to the great wonder of all that hear it, and the praise of the Almighty, who never forsakes them who put their trust in him. To the tune of, Aim not too high.",,between 1670-1696],,,"Printed for P. Brooksby, [London : between 1670-1696]",
79324,B03961,publisher,publisher,J. Clarke,,tcp_ep,"The kind hearted maidens resolution, wherein she doth show her real affection and true love unto her dearest friend. Her father and mother they still do say no, yet she is resolved with her love for to go. To the tune of, Jenny Jenny.",,[between 1650 and 1671],,,Printed for J. Clarke ... [London] : [between 1650 and 1671],
79325,B03966,publisher,publisher,J[ohn]. Back.,,tcp_ep,"King VVilliam's courage and conquest: together, vvith the glorious success of his Royal Highness the Duke of Savoy; to the unspeakable consternation of the French court and kingdom. To an excellent new tune. Licensed according to order.",,[between 1690-1692],,,"Printed for P[hilip]. Brooksby, J[onah]. Deacon, J[osiah]. Blare, and J[ohn]. Back., [London] : [between 1690-1692]",
79326,B03966,publisher,publisher,J[onah]. Deacon,,tcp_ep,"King VVilliam's courage and conquest: together, vvith the glorious success of his Royal Highness the Duke of Savoy; to the unspeakable consternation of the French court and kingdom. To an excellent new tune. Licensed according to order.",,[between 1690-1692],,,"Printed for P[hilip]. Brooksby, J[onah]. Deacon, J[osiah]. Blare, and J[ohn]. Back., [London] : [between 1690-1692]",
79327,B03966,publisher,publisher,J[osiah]. Blare,,tcp_ep,"King VVilliam's courage and conquest: together, vvith the glorious success of his Royal Highness the Duke of Savoy; to the unspeakable consternation of the French court and kingdom. To an excellent new tune. Licensed according to order.",,[between 1690-1692],,,"Printed for P[hilip]. Brooksby, J[onah]. Deacon, J[osiah]. Blare, and J[ohn]. Back., [London] : [between 1690-1692]",
79328,B03966,publisher,publisher,P[hilip]. Brooksby,,tcp_ep,"King VVilliam's courage and conquest: together, vvith the glorious success of his Royal Highness the Duke of Savoy; to the unspeakable consternation of the French court and kingdom. To an excellent new tune. Licensed according to order.",,[between 1690-1692],,,"Printed for P[hilip]. Brooksby, J[onah]. Deacon, J[osiah]. Blare, and J[ohn]. Back., [London] : [between 1690-1692]",
79329,B03978,publisher,publisher,P. Brooksby,,tcp_ep,"The knitters jobb or The earnest suitor of Walton town to a fair maid, with her modest answers and conclusion of their intents : to the tune of Shackley hey.",,between 1675-1680],,the golden ball in West-Smithfield near the hospital gate,"Printed for P. Brooksby at the golden ball in West-Smithfield near the hospital gate, [London : between 1675-1680]",
79330,B04000,publisher,publisher,T[homas]. Passenger,,tcp_ep,"The ladies delight: or, Narcissus his love-flower. A pleasant and delightful new ditty, made by a lover, for ladies so witty; when to Venus sports they please to resort, to pull sweet flowers, that yields the best sport. To the tune of, Narcissus come kisse us, &amp;c.",,[between 1670-1677],,,"Printed for W[illiam]. Thackeray, T[homas]. Passenger, and W[illiam]. Whitwood., London, : [between 1670-1677]",
79331,B04000,publisher,publisher,W[illiam]. Thackeray,,tcp_ep,"The ladies delight: or, Narcissus his love-flower. A pleasant and delightful new ditty, made by a lover, for ladies so witty; when to Venus sports they please to resort, to pull sweet flowers, that yields the best sport. To the tune of, Narcissus come kisse us, &amp;c.",,[between 1670-1677],,,"Printed for W[illiam]. Thackeray, T[homas]. Passenger, and W[illiam]. Whitwood., London, : [between 1670-1677]",
79332,B04000,publisher,publisher,W[illiam]. Whitwood.,,tcp_ep,"The ladies delight: or, Narcissus his love-flower. A pleasant and delightful new ditty, made by a lover, for ladies so witty; when to Venus sports they please to resort, to pull sweet flowers, that yields the best sport. To the tune of, Narcissus come kisse us, &amp;c.",,[between 1670-1677],,,"Printed for W[illiam]. Thackeray, T[homas]. Passenger, and W[illiam]. Whitwood., London, : [between 1670-1677]",
79333,B04006,publisher,publisher,P. Brooksby,,tcp_ep,"The Lady Isabella's tragedy; or, The step-mothers cruelty. Being a relation of a most lamentable and cruel murder ... occasioned by the means of a step-mother and the master-cook ... To the tune of, The ladies fall.",,[between 1672 and 1696],,,Printed for P. Brooksby ... [London] : [between 1672 and 1696],
79334,B04032,publisher,publisher,P. Brooksby,,tcp_ep,"The life of love let he or she, from chains are free, prize high their liberty. Loves a disease, that seems to please yet breeds captivity. To the tune of, The fair one let me in: or, Busie fame. This may be printed, R.P.",,[between 1685-1688],,the Golden Ball in Pye Corner.,"Printed for P. Brooksby, at the Golden Ball in Pye Corner., [London] : [between 1685-1688]",
79335,B04104,publisher,publisher,F. Coles,,tcp_ep,"The lamentable and tragical history of Titus Andronicus. With the fall of his five  and twenty sons in the wars of Goths, with the manner of his daughter Lavinia, by the empresses two sons, through the means of a bloody moor, taken by the sword of Titus, in the war; his revenge upon their cruel and inhumane act. To the tune of, Fortune my foe.",,[between 1674-1679],,,"Printed for F. Coles, T. Vere, J. Wright, and J. Clarke, [London] : [between 1674-1679]",
79336,B04104,publisher,publisher,J. Clarke,,tcp_ep,"The lamentable and tragical history of Titus Andronicus. With the fall of his five  and twenty sons in the wars of Goths, with the manner of his daughter Lavinia, by the empresses two sons, through the means of a bloody moor, taken by the sword of Titus, in the war; his revenge upon their cruel and inhumane act. To the tune of, Fortune my foe.",,[between 1674-1679],,,"Printed for F. Coles, T. Vere, J. Wright, and J. Clarke, [London] : [between 1674-1679]",
79337,B04104,publisher,publisher,J. Wright,,tcp_ep,"The lamentable and tragical history of Titus Andronicus. With the fall of his five  and twenty sons in the wars of Goths, with the manner of his daughter Lavinia, by the empresses two sons, through the means of a bloody moor, taken by the sword of Titus, in the war; his revenge upon their cruel and inhumane act. To the tune of, Fortune my foe.",,[between 1674-1679],,,"Printed for F. Coles, T. Vere, J. Wright, and J. Clarke, [London] : [between 1674-1679]",
79338,B04104,publisher,publisher,T. Vere,,tcp_ep,"The lamentable and tragical history of Titus Andronicus. With the fall of his five  and twenty sons in the wars of Goths, with the manner of his daughter Lavinia, by the empresses two sons, through the means of a bloody moor, taken by the sword of Titus, in the war; his revenge upon their cruel and inhumane act. To the tune of, Fortune my foe.",,[between 1674-1679],,,"Printed for F. Coles, T. Vere, J. Wright, and J. Clarke, [London] : [between 1674-1679]",
79339,B04109,publisher,publisher,F. Coles,,tcp_ep,"A lamentable ballad of a combate lately performed neer [sic] London, between Sir James Steward, and Sir George Wharton knights: who were both slain at that time. Tune is, Down Plumpton Park, &amp;c.",,[between 1663 and 1674],,,"Printed for F. Coles, T. Vere, and J. Wright. London, : [between 1663 and 1674]",
79340,B04109,publisher,publisher,J. Wright.,,tcp_ep,"A lamentable ballad of a combate lately performed neer [sic] London, between Sir James Steward, and Sir George Wharton knights: who were both slain at that time. Tune is, Down Plumpton Park, &amp;c.",,[between 1663 and 1674],,,"Printed for F. Coles, T. Vere, and J. Wright. London, : [between 1663 and 1674]",
79341,B04109,publisher,publisher,T. Vere,,tcp_ep,"A lamentable ballad of a combate lately performed neer [sic] London, between Sir James Steward, and Sir George Wharton knights: who were both slain at that time. Tune is, Down Plumpton Park, &amp;c.",,[between 1663 and 1674],,,"Printed for F. Coles, T. Vere, and J. Wright. London, : [between 1663 and 1674]",
79342,B04115,publisher,publisher,F. Coles,,tcp_ep,"A lamentable ballad of the ladies fall, declaring how a gentlewoman through her too much trust came to her end and how her lover slew himselfe. The tune of, In pescod time.",,[between 1658 and 1664],,,"Printed for F. Coles, T. Vere, and William Gilbertson., [London] : [between 1658 and 1664]",
79343,B04115,publisher,publisher,T. Vere,,tcp_ep,"A lamentable ballad of the ladies fall, declaring how a gentlewoman through her too much trust came to her end and how her lover slew himselfe. The tune of, In pescod time.",,[between 1658 and 1664],,,"Printed for F. Coles, T. Vere, and William Gilbertson., [London] : [between 1658 and 1664]",
79344,B04115,publisher,publisher,William Gilbertson.,,tcp_ep,"A lamentable ballad of the ladies fall, declaring how a gentlewoman through her too much trust came to her end and how her lover slew himselfe. The tune of, In pescod time.",,[between 1658 and 1664],,,"Printed for F. Coles, T. Vere, and William Gilbertson., [London] : [between 1658 and 1664]",
79345,B04119,publisher,publisher,F. Coles,,tcp_ep,"A lamentable ballad of the ladies fall. Declaring how a gentlewoman through her too much trust came to her end, and how her lover slew himself. The tune is, In pescod time.",,[between 1674-1679],,,"Printed for F. Coles, T. Vere, I. Wright, and I. Clarke., [London] : [between 1674-1679]",
79346,B04119,publisher,publisher,I. Clarke.,,tcp_ep,"A lamentable ballad of the ladies fall. Declaring how a gentlewoman through her too much trust came to her end, and how her lover slew himself. The tune is, In pescod time.",,[between 1674-1679],,,"Printed for F. Coles, T. Vere, I. Wright, and I. Clarke., [London] : [between 1674-1679]",
79347,B04119,publisher,publisher,I. Wright,,tcp_ep,"A lamentable ballad of the ladies fall. Declaring how a gentlewoman through her too much trust came to her end, and how her lover slew himself. The tune is, In pescod time.",,[between 1674-1679],,,"Printed for F. Coles, T. Vere, I. Wright, and I. Clarke., [London] : [between 1674-1679]",
79348,B04119,publisher,publisher,T. Vere,,tcp_ep,"A lamentable ballad of the ladies fall. Declaring how a gentlewoman through her too much trust came to her end, and how her lover slew himself. The tune is, In pescod time.",,[between 1674-1679],,,"Printed for F. Coles, T. Vere, I. Wright, and I. Clarke., [London] : [between 1674-1679]",
79349,B04122,publisher,publisher,F. Coles,,tcp_ep,"A lamentable ballad of the tragical end of a gallant lord, and a vertuous lady, with the untimely end of their two children, wickedly performed by a heathenish Blackamoor their servant, the like never heard before. To the tune of, The ladies fall.",,[between 1658 and 1664],,,"Printed for F. Coles, T. Vere, and W. Gilbertson. [London] : [between 1658 and 1664]",
79350,B04122,publisher,publisher,T. Vere,,tcp_ep,"A lamentable ballad of the tragical end of a gallant lord, and a vertuous lady, with the untimely end of their two children, wickedly performed by a heathenish Blackamoor their servant, the like never heard before. To the tune of, The ladies fall.",,[between 1658 and 1664],,,"Printed for F. Coles, T. Vere, and W. Gilbertson. [London] : [between 1658 and 1664]",
79351,B04122,publisher,publisher,W. Gilbertson.,,tcp_ep,"A lamentable ballad of the tragical end of a gallant lord, and a vertuous lady, with the untimely end of their two children, wickedly performed by a heathenish Blackamoor their servant, the like never heard before. To the tune of, The ladies fall.",,[between 1658 and 1664],,,"Printed for F. Coles, T. Vere, and W. Gilbertson. [London] : [between 1658 and 1664]",
79352,B04126,publisher,publisher,F. Coles,,tcp_ep,"The lamentable fall of Queen Elenor, who for her pride and wickedness by Gods judgements sunk into the ground at Charing-Cross and rose at Queen hive. To the tune of, Gentle and courteous.",,[between 1658 and 1664],,,"Printed for F. Coles, T. Vere, and W. Gilbertson., [London] : [between 1658 and 1664]",
79353,B04126,publisher,publisher,T. Vere,,tcp_ep,"The lamentable fall of Queen Elenor, who for her pride and wickedness by Gods judgements sunk into the ground at Charing-Cross and rose at Queen hive. To the tune of, Gentle and courteous.",,[between 1658 and 1664],,,"Printed for F. Coles, T. Vere, and W. Gilbertson., [London] : [between 1658 and 1664]",
79354,B04126,publisher,publisher,W. Gilbertson.,,tcp_ep,"The lamentable fall of Queen Elenor, who for her pride and wickedness by Gods judgements sunk into the ground at Charing-Cross and rose at Queen hive. To the tune of, Gentle and courteous.",,[between 1658 and 1664],,,"Printed for F. Coles, T. Vere, and W. Gilbertson., [London] : [between 1658 and 1664]",
79355,B04135,publisher,publisher,F[rancis]. Coles,,tcp_ep,"The lamentation of a bad market, or, The drownding of three children on the Thames. With this fantastick tragy [sic] comedy, tis like that one or other pleas'd will be; because the method carrie, mirth there[i]n, or else the subject were not worth a pin: howe're you'l say it is no laughing matter, to see poor children drowned in the water. Tune of, The ladies fall. With allowance.",,[between 1674-1679],,,"Printed for F[rancis]. Coles, T[homas]. Vere, J[ohn]. Wright, and J[ohn]. Clarke., [London] : [between 1674-1679]",
79356,B04135,publisher,publisher,J[ohn]. Clarke.,,tcp_ep,"The lamentation of a bad market, or, The drownding of three children on the Thames. With this fantastick tragy [sic] comedy, tis like that one or other pleas'd will be; because the method carrie, mirth there[i]n, or else the subject were not worth a pin: howe're you'l say it is no laughing matter, to see poor children drowned in the water. Tune of, The ladies fall. With allowance.",,[between 1674-1679],,,"Printed for F[rancis]. Coles, T[homas]. Vere, J[ohn]. Wright, and J[ohn]. Clarke., [London] : [between 1674-1679]",
79357,B04135,publisher,publisher,J[ohn]. Wright,,tcp_ep,"The lamentation of a bad market, or, The drownding of three children on the Thames. With this fantastick tragy [sic] comedy, tis like that one or other pleas'd will be; because the method carrie, mirth there[i]n, or else the subject were not worth a pin: howe're you'l say it is no laughing matter, to see poor children drowned in the water. Tune of, The ladies fall. With allowance.",,[between 1674-1679],,,"Printed for F[rancis]. Coles, T[homas]. Vere, J[ohn]. Wright, and J[ohn]. Clarke., [London] : [between 1674-1679]",
79358,B04135,publisher,publisher,T[homas]. Vere,,tcp_ep,"The lamentation of a bad market, or, The drownding of three children on the Thames. With this fantastick tragy [sic] comedy, tis like that one or other pleas'd will be; because the method carrie, mirth there[i]n, or else the subject were not worth a pin: howe're you'l say it is no laughing matter, to see poor children drowned in the water. Tune of, The ladies fall. With allowance.",,[between 1674-1679],,,"Printed for F[rancis]. Coles, T[homas]. Vere, J[ohn]. Wright, and J[ohn]. Clarke., [London] : [between 1674-1679]",
79359,B04138,publisher,publisher,&amp; T. Passinger.,,tcp_ep,"The lamentation of Cloris for the unkindness of her shepherd. Shewing, how she by her Strephon was strangely beguil'd, and is almost destracted for want of a child: but if any brisk ladd will come her to imbrace, she's free, can they find a convenient place. To the tune of, O Cloris awake, &amp;c.",,[between 1678-1681],,,"Printed for F. Coles, T. Vere, I. Wright, I. Clarke, W. Thackeray, &amp; T. Passinger., [London] : [between 1678-1681]",
79360,B04138,publisher,publisher,F. Coles,,tcp_ep,"The lamentation of Cloris for the unkindness of her shepherd. Shewing, how she by her Strephon was strangely beguil'd, and is almost destracted for want of a child: but if any brisk ladd will come her to imbrace, she's free, can they find a convenient place. To the tune of, O Cloris awake, &amp;c.",,[between 1678-1681],,,"Printed for F. Coles, T. Vere, I. Wright, I. Clarke, W. Thackeray, &amp; T. Passinger., [London] : [between 1678-1681]",
79361,B04138,publisher,publisher,I. Clarke,,tcp_ep,"The lamentation of Cloris for the unkindness of her shepherd. Shewing, how she by her Strephon was strangely beguil'd, and is almost destracted for want of a child: but if any brisk ladd will come her to imbrace, she's free, can they find a convenient place. To the tune of, O Cloris awake, &amp;c.",,[between 1678-1681],,,"Printed for F. Coles, T. Vere, I. Wright, I. Clarke, W. Thackeray, &amp; T. Passinger., [London] : [between 1678-1681]",
79362,B04138,publisher,publisher,I. Wright,,tcp_ep,"The lamentation of Cloris for the unkindness of her shepherd. Shewing, how she by her Strephon was strangely beguil'd, and is almost destracted for want of a child: but if any brisk ladd will come her to imbrace, she's free, can they find a convenient place. To the tune of, O Cloris awake, &amp;c.",,[between 1678-1681],,,"Printed for F. Coles, T. Vere, I. Wright, I. Clarke, W. Thackeray, &amp; T. Passinger., [London] : [between 1678-1681]",
79363,B04138,publisher,publisher,T. Vere,,tcp_ep,"The lamentation of Cloris for the unkindness of her shepherd. Shewing, how she by her Strephon was strangely beguil'd, and is almost destracted for want of a child: but if any brisk ladd will come her to imbrace, she's free, can they find a convenient place. To the tune of, O Cloris awake, &amp;c.",,[between 1678-1681],,,"Printed for F. Coles, T. Vere, I. Wright, I. Clarke, W. Thackeray, &amp; T. Passinger., [London] : [between 1678-1681]",
79364,B04138,publisher,publisher,W. Thackeray,,tcp_ep,"The lamentation of Cloris for the unkindness of her shepherd. Shewing, how she by her Strephon was strangely beguil'd, and is almost destracted for want of a child: but if any brisk ladd will come her to imbrace, she's free, can they find a convenient place. To the tune of, O Cloris awake, &amp;c.",,[between 1678-1681],,,"Printed for F. Coles, T. Vere, I. Wright, I. Clarke, W. Thackeray, &amp; T. Passinger., [London] : [between 1678-1681]",
79365,B04148,publisher,publisher,P[hilip]. Brooksby,,tcp_ep,"The London damsels fate by unjust tyrany [sic]: or, The rash lover. Being a relation of a handsome maid that was lately through the tyranny of her parents, forced from her dearest, to one whom she hated, her love for sorrow dyes, she being distracted through grief and envy, first drinks poyson, and then stabs herself, and dyed in great desolation. Tune of Troy town,.",,[between 1670-1696],,the Golden Ball in West smithfield.,"Printed for P[hilip]. Brooksby at the Golden Ball in West smithfield., [London] : [between 1670-1696]",
79366,B04149,publisher,publisher,I. Back,,tcp_ep,"The London lads lamentation to Cupid. Or; VVhen shall I my true-love have? All young men must to Cupids power submit, courage and wisdom, vertue too, &amp; wit: none can his mighty power &amp; charm withstand he, like young beauty, always will command: and here young maidens easily may find, how apt young-men are to be true &amp; kind such constancy in them could scarce be found should men go search the universe all round. To an excellent new tune, sung at the court. This may be printed, R.P.",,[between 1685-1688],,the Black-boy on London-Bridge.,"Printed for I. Back, at the Black-boy on London-Bridge., [London] : [between 1685-1688]",
79367,B04150,publisher,publisher,J[ohn]. Yack [sic].,,tcp_ep,"The London lasses hue-and-cry after her dearly beloved Robin, whom she unluckily lost last Saturday night. To the tune of the Rant. Licensed according to order.",,[between 1688-1692],,,"Printed for P[hilip]. Brooksby, J[onah]. Deacon, J[oshua]. Blare, and J[ohn]. Yack [sic]., [London] : [between 1688-1692]",
79368,B04150,publisher,publisher,J[onah]. Deacon,,tcp_ep,"The London lasses hue-and-cry after her dearly beloved Robin, whom she unluckily lost last Saturday night. To the tune of the Rant. Licensed according to order.",,[between 1688-1692],,,"Printed for P[hilip]. Brooksby, J[onah]. Deacon, J[oshua]. Blare, and J[ohn]. Yack [sic]., [London] : [between 1688-1692]",
79369,B04150,publisher,publisher,J[oshua]. Blare,,tcp_ep,"The London lasses hue-and-cry after her dearly beloved Robin, whom she unluckily lost last Saturday night. To the tune of the Rant. Licensed according to order.",,[between 1688-1692],,,"Printed for P[hilip]. Brooksby, J[onah]. Deacon, J[oshua]. Blare, and J[ohn]. Yack [sic]., [London] : [between 1688-1692]",
79370,B04150,publisher,publisher,P[hilip]. Brooksby,,tcp_ep,"The London lasses hue-and-cry after her dearly beloved Robin, whom she unluckily lost last Saturday night. To the tune of the Rant. Licensed according to order.",,[between 1688-1692],,,"Printed for P[hilip]. Brooksby, J[onah]. Deacon, J[oshua]. Blare, and J[ohn]. Yack [sic]., [London] : [between 1688-1692]",
79371,B04151,publisher,publisher,J. Back,,tcp_ep,"The London lasses lamentation: or, Her fear she should never be married. To the tune of I marry and thank ye too. Licensed according to order.",,between 1688-1692],,,"Printed for P. Brooksby, J. Deacon, J. Blare, and J. Back, [London : between 1688-1692]",
79372,B04151,publisher,publisher,J. Blare,,tcp_ep,"The London lasses lamentation: or, Her fear she should never be married. To the tune of I marry and thank ye too. Licensed according to order.",,between 1688-1692],,,"Printed for P. Brooksby, J. Deacon, J. Blare, and J. Back, [London : between 1688-1692]",
79373,B04151,publisher,publisher,J. Deacon,,tcp_ep,"The London lasses lamentation: or, Her fear she should never be married. To the tune of I marry and thank ye too. Licensed according to order.",,between 1688-1692],,,"Printed for P. Brooksby, J. Deacon, J. Blare, and J. Back, [London : between 1688-1692]",
79374,B04151,publisher,publisher,P. Brooksby,,tcp_ep,"The London lasses lamentation: or, Her fear she should never be married. To the tune of I marry and thank ye too. Licensed according to order.",,between 1688-1692],,,"Printed for P. Brooksby, J. Deacon, J. Blare, and J. Back, [London : between 1688-1692]",
79375,B04155,publisher,publisher,J. Back,,tcp_ep,"The lamented lovers: or, The young men and maiden's grief for the unhappy tragedy of this unfortunate couple. To the tune of Frantick lover. Licensed according to order. My love I come to thee.",,[between 1688-1692],,,"Printed for P. Brooksby, J. Deacon, J. Blare, and J. Back, [London] : [between 1688-1692]",
79376,B04155,publisher,publisher,J. Blare,,tcp_ep,"The lamented lovers: or, The young men and maiden's grief for the unhappy tragedy of this unfortunate couple. To the tune of Frantick lover. Licensed according to order. My love I come to thee.",,[between 1688-1692],,,"Printed for P. Brooksby, J. Deacon, J. Blare, and J. Back, [London] : [between 1688-1692]",
79377,B04155,publisher,publisher,J. Deacon,,tcp_ep,"The lamented lovers: or, The young men and maiden's grief for the unhappy tragedy of this unfortunate couple. To the tune of Frantick lover. Licensed according to order. My love I come to thee.",,[between 1688-1692],,,"Printed for P. Brooksby, J. Deacon, J. Blare, and J. Back, [London] : [between 1688-1692]",
79378,B04155,publisher,publisher,P. Brooksby,,tcp_ep,"The lamented lovers: or, The young men and maiden's grief for the unhappy tragedy of this unfortunate couple. To the tune of Frantick lover. Licensed according to order. My love I come to thee.",,[between 1688-1692],,,"Printed for P. Brooksby, J. Deacon, J. Blare, and J. Back, [London] : [between 1688-1692]",
79379,B04157,publisher,publisher,Thomas Passenger,,tcp_ep,"The loyal and true hearted subjects good will to King and Common-wealth. For all the merchants that with lead doth trade, and minors, I these verses here have made, for their sweet pleasure mirth, and great delight, I took the pains these verses to indite, but my good will to King and country here to all true subjects plainly shall appear. To the tune of, The Dukes wish, or Ile ask no more.","Houghton, Thomas, Gent.",[between 1680-1682],,the three bibles on London-bridge,"Printed for Thomas Passenger at the three bibles on London-bridge, [London] : [between 1680-1682]",
79380,B04164,publisher,publisher,F. Coles,,tcp_ep,"Londons ordinary: or, Every man in his humour. To a pleasant new tune.",,[between 1674-1679],,,"Printed for F. Coles, T. Vere, J. Wright, and J. Clarke., [London] : [between 1674-1679]",
79381,B04164,publisher,publisher,J. Clarke.,,tcp_ep,"Londons ordinary: or, Every man in his humour. To a pleasant new tune.",,[between 1674-1679],,,"Printed for F. Coles, T. Vere, J. Wright, and J. Clarke., [London] : [between 1674-1679]",
79382,B04164,publisher,publisher,J. Wright,,tcp_ep,"Londons ordinary: or, Every man in his humour. To a pleasant new tune.",,[between 1674-1679],,,"Printed for F. Coles, T. Vere, J. Wright, and J. Clarke., [London] : [between 1674-1679]",
